Name,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24
ESA1,43.2921,39.3449,36.5034,49.2175,46.0052,38.8746,31.3595,42.34,32.3112,33.15,28.5194,35.6324,43.7192,31.6451,33.8093,37.6518,39.7663,35.261,33.7125,38.6923,35.0206,36.1347,44.1514,39.7677
ATC1,36.4591,24.009,31.9508,18.1921,21.3969,29.7363,31.9871,30.1323,35.0288,26.7123,27.0056,36.5176,24.6177,22.1052,25.951,30.8343,42.2309,41.0909,45.2443,41.3206,38.8325,40.6146,50.2546,54.471
SLX5,24.184,31.0643,23.6806,27.0609,21.4814,24.6923,12.5871,21.9771,16.8618,23.5153,28.3109,18.8524,26.474,22.8785,24.387,25.1037,25.6605,35.7185,26.9189,28.5329,25.9799,31.2965,23.6523,26.2203
RRT7,0.330189,0.255176,0.0,0.0,0.744452,0.3115,0.0,0.0,0.0,0.0,0.734077,0.593257,0.26439,0.205282,0.0,0.452826,0.0,0.712427,0.829445,0.57839,0.172136,0.0,0.262335,0.355387
TIF34,431.04,354.589,419.008,423.016,455.23,363.137,414.428,419.424,452.615,492.809,485.807,346.606,366.159,575.298,469.334,599.085,608.532,623.685,552.243,733.306,444.371,477.818,445.281,529.673
SNX3,111.422,100.042,124.253,108.194,76.5903,146.252,101.92,106.253,67.363,111.202,137.545,136.258,157.414,123.512,89.124,83.4276,145.555,103.789,133.197,79.2171,125.856,114.92,126.398,112.609
AKL1,87.4062,74.294,72.4303,82.3105,94.0093,90.9029,76.6414,79.5291,70.3166,80.9411,70.7046,76.7293,82.4209,67.898,81.3111,73.4779,86.7919,70.2451,73.4484,50.9504,86.4863,74.346,71.7656,77.256
URE2,222.675,180.459,196.154,188.316,215.242,179.056,203.366,196.846,183.471,188.583,185.994,221.341,184.367,173.983,237.392,174.814,254.325,231.116,173.183,209.289,209.388,219.985,172.637,208.185
TAF5,81.4315,84.6662,73.6943,78.8241,98.6282,90.3884,82.8684,73.7726,53.6093,58.4276,71.7399,67.2593,65.1094,74.4274,72.1171,74.7956,78.3347,74.6426,87.6565,73.536,80.7242,77.2767,42.3668,89.1917
NNR1,402.322,491.592,499.873,393.094,529.613,514.288,334.445,403.35,414.841,430.974,331.18,400.315,242.014,295.144,315.465,317.898,294.677,370.119,235.464,203.936,421.305,164.848,145.856,229.815
SNX41,51.3655,45.0974,57.0788,47.0312,50.6437,55.9059,48.9578,44.4731,47.2297,43.2965,36.2478,44.0532,42.1502,45.2037,49.7938,52.5969,56.2089,57.6695,41.7391,38.2468,50.9696,52.5787,39.3251,58.5137
CIC1,104.911,93.2533,95.3418,90.1588,70.3427,80.0019,98.2296,91.0229,93.3661,84.9793,88.4174,117.425,80.3507,87.439,81.6399,97.0889,111.641,108.446,125.23,147.856,142.616,158.244,144.149,132.872
ASI3,81.6572,65.88,83.2485,68.8007,81.1333,75.4416,72.8335,81.5872,68.4579,71.347,69.8118,85.7345,65.1538,58.4793,70.7773,74.2706,61.6122,53.507,63.4392,51.5392,77.3666,64.7291,53.2524,88.21
YIM1,220.127,153.275,258.509,236.115,152.203,237.314,196.9,211.247,181.238,206.206,167.463,157.067,231.177,177.998,188.305,195.044,211.059,162.654,187.42,155.858,159.951,177.882,164.679,186.05
YAP5,17.4745,16.6115,19.4073,18.5206,16.1704,21.2179,17.894,17.9942,15.1207,17.98,17.6949,13.7734,21.7305,16.7776,13.3479,5.627,21.9627,20.9941,21.7014,17.6692,17.8705,21.7896,17.3081,13.7253
PRP22,23.5864,21.8852,24.2613,27.2343,25.3715,22.8248,18.357,22.5266,20.9499,21.0597,21.1706,27.5813,22.1216,21.5755,23.8813,19.241,22.7134,22.4861,19.9006,21.7323,22.7336,24.5836,22.6173,24.5155
MCR1,526.213,543.556,580.38,443.325,502.657,651.265,524.66,538.088,662.549,623.256,458.519,443.139,426.1,690.197,692.108,638.089,423.407,534.359,520.608,326.277,739.818,554.635,537.442,735.745
YDL109C,11.8928,11.8362,12.3503,12.2286,12.442,11.9006,9.18234,10.7291,8.18729,11.3327,12.8006,12.5804,7.7754,10.1499,11.0539,13.8705,12.0203,10.6506,10.6686,8.68081,7.80086,9.80741,9.33372,10.0307
MIM1,109.033,133.592,147.666,135.319,129.257,148.834,129.49,124.262,135.045,161.415,132.935,138.181,90.7183,94.4909,88.6363,139.408,132.533,130.097,82.0168,142.58,104.078,101.546,128.189,79.6356
GYL1,43.2405,45.1776,50.2163,45.2838,57.5715,42.7214,45.7339,48.9193,47.322,49.82,41.3059,43.438,42.8354,40.2152,49.6796,41.4238,51.5624,51.2475,28.1658,46.9266,48.9501,51.3137,45.8484,39.7346
TRM732,20.122,16.9599,18.0311,19.5341,12.6783,17.369,18.7719,19.2749,17.5219,15.7817,16.3548,15.1469,16.2368,15.8946,15.402,18.7965,23.7835,17.3633,22.7056,25.2202,17.6611,19.1622,19.7014,19.6492
USV1,104.968,104.712,109.129,146.219,133.455,123.321,113.111,120.452,77.888,117.924,94.2584,101.42,95.7193,107.867,135.852,151.78,153.681,144.029,110.444,119.495,76.6874,87.5332,93.7203,149.567
TAD1,36.4004,32.3503,27.5983,35.7446,34.3406,29.9266,30.4272,40.371,28.4518,28.0423,28.6764,45.3581,35.094,32.3217,30.6989,30.4324,33.2773,24.2594,28.0721,26.6737,32.7087,33.3213,35.8268,30.9829
MGE1,357.891,384.012,361.839,440.726,261.044,385.155,392.229,408.738,298.63,334.273,320.879,354.752,325.203,355.689,384.784,406.696,447.293,360.085,352.02,413.176,409.453,336.102,394.838,357.575
MLH1,24.3856,24.847,26.7963,20.7378,27.0086,23.2096,19.7085,23.9977,24.6019,22.4528,18.0657,23.3102,18.1946,24.0126,21.7228,27.0566,25.512,30.4593,23.5406,23.2552,23.0505,30.5835,26.9462,27.0218
PYK2,93.3223,93.553,105.571,129.992,106.285,99.6072,71.2381,70.6405,70.6873,84.4998,70.2401,57.2163,91.6161,104.016,90.9862,105.894,74.3493,108.314,82.1035,64.2525,81.2514,93.5566,81.6504,89.1872
NPT1,333.741,339.627,313.856,300.271,270.432,329.62,331.369,303.85,306.162,309.418,314.406,235.716,242.15,288.604,365.105,303.166,422.735,261.866,340.352,290.894,321.028,279.829,276.026,344.223
GPI16,98.5118,106.529,120.461,113.034,84.7589,98.5346,93.8521,107.428,109.506,93.2347,107.729,61.9609,109.523,107.823,106.339,131.168,125.743,96.4676,114.917,96.4056,121.177,101.808,80.0506,119.377
CEP3,36.3492,29.3653,31.2144,23.5785,27.6336,35.2479,31.2694,34.7366,29.3886,28.7187,22.2257,36.7747,31.739,30.9686,36.9613,35.0755,40.2617,27.6638,40.8843,28.4549,32.5892,35.1101,31.0313,36.0139
SPT21,26.0951,22.0789,17.7301,22.5682,20.7667,18.9371,17.1019,19.946,20.7894,18.9376,18.3721,18.352,18.7636,16.8226,22.7217,21.3522,22.737,24.3905,21.0614,19.8518,23.2936,26.524,22.3174,25.2995
INP53,85.2134,79.2909,73.6503,87.9506,71.0866,71.736,85.2963,82.7689,85.1423,81.1925,71.5973,86.7342,69.2447,76.4136,82.8399,86.7485,90.1664,82.0619,86.0876,61.7479,69.5356,75.9965,71.1908,89.6587
RAD4,22.1779,25.1778,20.3614,26.6663,23.2269,21.3754,20.4896,18.7944,16.3242,18.9093,23.3186,19.2126,24.692,24.3485,23.5127,24.3546,23.389,23.1395,24.6682,17.3106,19.9345,21.2475,16.5092,20.1686
SSO2,171.487,224.393,143.298,285.009,334.154,290.292,261.85,261.115,204.168,217.682,220.522,250.264,255.534,276.446,205.523,231.603,277.883,271.492,219.478,213.834,229.346,309.903,232.765,202.63
WWM1,242.408,242.138,207.185,319.883,265.325,176.089,139.446,138.55,156.397,270.319,198.085,176.566,254.441,187.826,194.979,189.902,292.55,271.295,361.061,277.118,177.189,191.168,113.003,161.346
PHR1,118.361,76.3117,104.173,170.419,171.412,114.698,122.949,120.025,91.3382,109.276,80.7722,122.814,138.678,75.5039,117.192,100.817,99.3646,96.5489,83.4474,69.888,87.6799,82.8211,78.6719,94.009
KTR7,109.286,106.081,102.256,111.489,112.022,80.2435,91.9082,100.366,107.036,93.4506,86.8209,100.872,108.028,114.046,96.1172,105.38,97.6444,84.8437,83.351,109.69,126.98,100.555,78.0238,113.115
ABZ1,41.8445,37.0908,34.9807,38.0922,43.0282,35.4914,40.9442,35.7887,37.5204,40.892,30.9092,32.2191,43.6817,33.0148,44.4965,37.7055,41.006,51.0051,43.7731,48.7511,32.0594,42.8553,46.4817,50.8257
SAN1,35.2589,43.7559,42.0475,52.6043,41.8729,42.1732,42.6009,41.1203,40.3087,36.917,38.1563,40.891,27.0246,35.1371,38.929,36.2,49.8136,46.4987,37.393,40.1224,37.4065,45.0816,35.4594,31.9106
OCA4,53.0893,58.6158,63.6671,57.1189,60.7791,58.9327,40.7197,72.7434,52.7952,50.6453,47.6349,99.9819,55.957,48.9772,51.4043,61.0191,64.1465,46.4587,64.0991,52.9237,55.9364,58.4448,61.0327,62.6891
SNP1,14.0122,16.2857,17.9701,16.4593,15.497,12.3098,12.7353,11.5532,11.2339,16.7203,12.9218,10.2084,14.3909,12.5685,12.2017,19.3381,21.9078,13.8631,19.1449,19.7851,14.3247,13.4141,16.5958,18.2362
SWC3,14.6335,18.0088,13.162,19.7187,14.9907,16.5442,14.4068,14.8921,15.8726,13.9039,16.2174,15.5901,13.6362,18.0502,19.3338,17.6235,15.6761,14.8647,17.0698,14.455,18.9202,17.8202,16.0083,16.9937
RPS31,4437.72,5234.12,5242.11,3051.96,4269.38,3390.94,5319.52,5740.65,4532.23,5446.74,4428.14,4643.45,2463.75,5204.88,3956.07,3721.48,3735.17,4223.73,4244.86,2622.14,2591.41,4605.56,5938.25,3438.23
CYS3,577.612,519.329,504.218,497.844,679.275,554.796,517.764,434.354,661.493,538.754,458.087,518.983,480.507,556.127,385.883,465.102,485.04,590.705,477.106,457.142,599.123,543.537,427.386,470.596
YGL081W,6.87685,9.31485,6.92522,11.2975,7.30829,6.79385,6.76148,6.51734,6.97348,5.6763,4.37967,7.51559,7.41722,5.55932,6.46851,6.37537,6.14137,2.98511,4.30021,4.22474,6.83357,7.11959,5.8216,4.94881
NTG1,33.5929,42.0187,54.273,68.8979,57.735,27.3937,40.6831,32.2935,41.2597,33.5081,29.3863,40.5452,43.7279,36.518,50.8592,47.6392,29.7827,47.4564,47.9678,29.9861,39.5341,40.1301,39.6959,49.2206
SFB3,159.916,160.18,168.494,183.723,159.602,152.054,181.812,167.736,191.886,153.984,178.361,188.847,179.482,152.845,164.228,171.78,218.411,225.634,208.526,190.229,210.258,205.389,126.449,204.839
PSR2,63.5571,55.8033,83.2195,80.167,68.3811,84.6834,79.1241,76.1061,76.2363,83.0671,72.785,77.8996,68.3738,78.7997,79.2981,73.9965,85.921,87.0901,88.8423,79.5756,83.8093,91.7431,74.3959,90.7522
CAJ1,171.505,160.712,175.022,190.134,162.885,169.495,155.722,135.427,151.132,147.632,173.657,140.176,170.523,166.134,174.171,186.331,177.748,147.497,151.736,109.806,214.135,180.925,132.543,137.06
DLD1,94.2546,115.787,85.6644,82.6611,87.5829,90.1933,100.96,72.6234,61.333,70.815,86.3875,47.1005,89.7435,94.5907,90.7012,96.2302,104.496,114.707,105.168,92.5139,100.372,153.736,111.501,152.571
PTK1,20.4441,25.6925,31.4704,21.5776,26.7556,26.5194,23.3792,17.0344,15.6877,20.6755,29.1065,21.2247,26.8927,23.934,19.8421,23.1231,29.9269,37.1121,27.5479,25.7472,18.58,25.1541,11.5724,21.9899
PSK1,85.1993,81.5968,87.8988,80.1857,94.3591,97.0891,74.4307,84.6891,81.0382,82.7382,57.0424,62.4837,95.8509,61.8284,82.5276,89.6852,84.4869,66.2172,67.5504,55.5974,68.1279,63.4541,63.9511,72.7139
MCD1,66.4046,49.342,54.8072,47.9241,54.1229,60.5618,53.8447,64.6747,67.9623,52.6967,56.0476,71.9236,52.1454,51.9554,59.5659,64.2448,70.942,48.9442,63.0758,66.1349,68.1394,71.6391,58.8511,56.6035
SRO7,28.114,30.5193,30.6382,36.6837,28.6083,30.1346,29.1979,27.8214,22.9952,19.4044,23.7305,27.8368,28.5044,29.1145,27.2607,26.893,25.4287,29.8417,29.7613,26.5482,25.5237,22.1351,24.9068,30.7253
SPB1,39.5269,47.1743,34.8797,41.4228,32.2215,35.9582,37.879,33.2156,30.3494,33.6299,39.9759,41.4862,37.3932,37.9634,43.2168,40.0177,49.571,58.48,56.0561,68.324,59.4992,64.3506,62.5535,53.916
LCB2,233.69,283.682,264.023,305.622,235.377,204.703,270.486,321.215,338.609,193.159,260.159,282.299,233.006,266.543,345.01,252.299,276.015,293.781,285.976,313.482,324.09,259.851,177.972,264.352
FUN30,27.4105,23.9856,25.0807,24.2976,19.2386,25.7208,25.6687,29.2707,25.3918,27.6726,26.4566,25.8386,23.6376,25.1097,28.7299,27.1765,30.6579,33.5021,30.2815,36.2598,31.0516,33.6383,26.6116,30.0835
VMA10,905.724,986.079,737.243,804.854,762.943,676.308,674.076,841.897,904.512,965.009,722.066,900.755,662.123,747.975,912.032,887.969,662.996,606.576,751.008,604.906,959.713,959.628,878.038,970.08
ATS1,23.2483,25.6389,20.2225,17.9145,24.5745,20.4708,29.6326,20.6745,12.7989,15.6953,29.1577,20.8036,21.4615,24.3672,23.0497,31.196,19.5139,31.22,31.8633,25.7574,19.1864,19.755,15.4644,17.1652
SEC3,54.0699,56.6568,59.9605,59.9944,61.898,60.6463,41.8017,55.4722,43.5597,47.1853,53.0498,50.6211,61.2086,47.3054,58.4736,56.125,49.6322,57.0445,49.8668,47.8352,46.3547,54.0352,35.616,50.0309
RTT107,47.1681,48.4103,44.3652,47.4577,43.7019,47.6879,43.7012,45.7838,48.9154,52.2543,40.5188,53.6421,47.5597,42.6855,53.013,53.4366,66.5389,53.2382,46.7877,54.1804,53.7722,54.7732,60.9374,48.7068
PMT2,241.791,232.662,281.406,242.04,237.214,270.89,274.432,259.07,262.21,298.136,280.389,238.54,177.411,316.849,296.332,277.94,319.227,341.71,282.642,326.513,269.844,294.537,286.058,358.749
NIF3,123.485,69.7503,115.373,101.313,122.443,141.945,115.021,132.906,122.347,127.901,115.146,99.439,111.205,71.0817,128.086,170.342,104.686,147.705,124.91,98.5273,105.717,154.836,102.626,133.403
ACA1,64.7219,57.4375,75.7433,93.4061,57.9132,49.0895,66.2401,66.7616,47.6817,58.5616,68.764,77.2031,56.8667,54.3806,58.6385,61.07,76.9396,66.3321,60.3152,73.2237,73.1855,39.3964,73.0188,85.3698
SES1,721.648,845.974,662.135,762.714,798.153,679.175,795.354,842.71,687.316,780.354,806.559,925.503,785.192,863.993,689.229,730.15,747.141,830.094,711.074,817.947,761.591,589.625,839.636,625.996
YMR155W,79.0062,65.5589,61.1827,55.0271,61.5646,68.265,54.4381,63.0471,58.2406,53.6091,39.2927,61.7566,52.3597,54.7104,56.7934,56.7193,67.8089,57.3959,69.007,51.6489,47.0012,44.2841,66.661,79.8507
MAG2,64.9412,64.5272,62.3871,60.5009,70.8234,72.6687,60.3993,67.2523,38.075,58.3507,52.0609,72.5295,62.8904,74.9535,68.2872,76.1186,66.2176,62.85,68.8795,61.1451,63.5428,71.3153,65.504,70.2815
ATP3,295.334,282.751,330.383,311.126,362.842,338.67,323.845,324.941,322.994,272.67,317.321,284.823,312.054,313.658,287.455,315.172,285.348,289.789,287.152,327.849,444.648,481.575,447.572,407.744
MIN8,182.418,142.714,227.537,102.386,186.521,146.488,147.938,170.436,135.631,128.269,109.181,108.968,173.767,155.026,152.953,163.008,151.384,223.048,219.57,352.818,334.61,308.892,342.894,297.815
PAP2,58.9031,53.673,49.1843,60.7312,58.5787,55.4361,52.7126,59.9269,53.7017,48.8247,53.7944,56.1406,46.53,46.9758,64.4708,50.5948,62.493,50.5828,51.0974,45.8729,57.2988,49.8461,53.7469,65.0169
DRS2,56.3566,62.5508,58.8308,63.1705,57.5329,69.5335,62.4218,54.3815,46.5046,50.807,57.5546,65.2986,59.986,51.2365,54.2008,52.8688,59.3293,53.6341,54.4001,61.2802,64.4247,54.6793,62.39,55.7266
COP1,180.032,135.022,171.028,172.433,171.777,160.249,188.366,166.498,160.111,172.873,162.758,156.154,165.866,163.799,179.287,156.758,192.155,185.494,181.522,184.184,182.421,157.968,162.548,188.09
YJL070C,38.4079,33.4246,41.8921,34.4628,48.3602,30.7299,34.0509,38.9385,37.3359,36.1349,30.968,34.7103,32.1045,32.5142,35.4468,42.176,32.672,27.5012,30.6287,27.4637,30.1172,35.4698,28.9711,39.2581
EMP24,859.321,673.901,634.141,914.855,837.396,671.897,779.654,731.735,780.816,733.417,778.212,1119.52,796.591,705.9,898.764,793.417,663.118,869.387,762.193,998.688,697.699,735.398,968.43,861.415
ISU1,190.138,288.554,254.804,234.202,257.008,291.332,361.386,254.789,207.693,320.23,273.15,266.917,302.771,327.398,258.661,346.593,342.502,286.965,300.498,358.612,302.194,392.419,366.966,270.662
SNC1,136.554,230.667,157.527,167.224,133.089,123.29,132.343,101.959,162.982,175.993,150.565,178.355,221.88,128.484,145.925,172.228,130.369,121.51,95.0015,97.0212,133.854,131.571,156.92,140.267
PLP1,42.307,35.5391,40.0075,57.0512,38.3213,42.1,31.9181,47.8651,38.7057,30.2857,30.5329,61.4473,49.6671,28.2873,42.7016,46.4035,46.3637,41.1293,43.588,36.1151,30.7698,32.8035,22.196,47.3842
ERG13,431.092,417.239,358.143,576.144,621.037,508.391,516.777,511.183,448.273,317.7,446.001,373.2,515.215,428.404,447.696,382.685,616.979,663.14,616.913,927.187,710.297,1053.32,1000.24,1388.31
NMD4,104.594,128.004,91.9044,117.981,68.5815,118.034,88.0219,109.954,94.8738,96.3916,98.9077,136.487,117.685,74.3105,104.511,118.849,137.592,85.2029,95.1621,84.8595,117.486,110.037,73.6456,138.548
URA5,695.813,700.509,727.061,770.884,603.458,722.14,555.035,624.11,613.545,738.791,766.664,805.244,894.462,799.359,725.972,803.66,674.934,907.769,797.076,895.846,746.462,890.673,612.795,716.951
GIP4,37.2262,45.9808,43.0012,41.0863,46.7219,38.8634,40.9511,45.0098,27.5141,35.2559,34.7865,37.9488,34.9056,41.8766,41.5202,46.0978,38.0427,41.2428,42.6322,32.1998,36.5429,37.35,32.5861,45.7377
STE6,11.2408,9.74124,10.2705,12.4104,9.84256,11.4785,10.4041,10.8364,10.3438,8.20933,8.89134,11.5096,9.25092,9.51103,10.8513,10.5548,9.58386,10.1329,8.81377,7.04077,8.3458,7.7305,7.45016,10.2709
TYW1,58.1201,56.154,52.3863,72.0664,45.4078,50.5002,56.4858,53.8636,53.6372,56.658,42.8234,64.6021,44.6575,62.4408,54.2332,59.4751,61.7274,79.4245,71.9253,82.5901,73.1118,96.3887,91.246,88.0653
SAT4,64.2276,55.6654,66.9011,75.5505,71.1265,68.8289,57.4362,59.9688,65.4507,74.944,68.8792,79.5905,66.9938,71.5076,67.9593,75.1151,79.1248,71.2608,78.8184,88.8247,79.0708,74.3292,66.9328,90.4214
FMO1,24.872,35.1305,28.0613,28.6666,40.7667,36.6028,20.3585,24.3265,21.6825,22.754,19.8475,13.8125,27.4083,22.0947,24.5965,22.3046,17.9123,19.1483,19.7528,15.5474,16.5868,16.0152,18.0504,23.2893
YCL049C,240.205,295.647,186.895,167.733,217.254,226.12,161.129,190.017,148.742,225.984,185.349,112.978,238.723,133.769,223.231,229.397,206.962,173.246,223.827,185.425,178.049,188.18,116.537,202.761
SWH1,44.1663,42.4644,40.8656,47.3796,57.4812,48.8326,38.912,46.5956,46.5034,37.3439,35.7003,39.4588,49.3159,44.7006,49.1418,42.468,48.8361,49.3551,41.1625,39.5775,43.7343,47.9502,32.8785,40.4691
FUN19,64.7019,69.9197,86.9526,81.5928,86.3807,67.6724,68.4672,69.0299,67.1215,57.243,59.2164,64.8058,76.4764,70.2141,84.566,96.5998,81.5056,59.56,88.0977,80.1205,55.6282,55.2168,57.6371,89.5593
YLR012C,1.8311,1.32163,1.79114,1.24355,0.239122,2.51672,2.36313,2.09664,1.13158,0.739977,1.39052,0.0,2.92282,3.91602,1.91701,4.04979,1.70463,2.16082,3.55534,2.12157,2.49865,3.78286,2.03502,3.33457
NFI1,15.556,13.5211,13.8806,15.8516,17.7918,16.2979,15.1753,14.7297,11.2169,15.2457,14.2583,18.8233,11.4162,13.3692,13.6472,15.631,14.9415,18.647,15.9486,19.3466,13.3258,18.835,13.7368,12.0487
ELP6,45.0619,46.0464,39.9659,39.7231,41.6612,35.9877,35.8537,31.3852,37.6512,39.4847,42.0855,43.6172,38.3537,41.1532,30.2058,48.4483,67.9695,48.6495,48.4773,58.6362,63.4104,52.4328,48.6434,49.4752
RRP12,45.1772,31.7253,29.2041,30.3346,24.3377,31.1515,25.9327,30.4073,31.1876,31.9129,33.2813,29.0201,24.0089,29.0414,33.4685,36.2714,53.811,54.704,67.0206,74.837,42.5178,47.9621,52.317,61.1524
MTW1,24.8182,17.9383,26.8812,23.0832,23.4139,28.6283,18.0217,26.5465,19.5046,25.8698,22.8699,38.9289,29.5266,29.3581,35.2924,38.4653,26.8318,30.4154,30.6565,31.9221,27.8447,28.821,23.6195,27.7697
LYS4,66.3423,75.7051,69.3293,65.0472,51.6191,62.8096,66.9625,68.2888,66.126,75.4739,70.0937,72.8167,70.11,68.1763,59.1253,83.8385,86.3349,74.6343,89.965,111.276,81.6731,83.6035,86.1791,83.5383
RBG1,73.944,66.8172,73.0687,56.9827,73.7147,93.8488,80.3346,66.1776,69.4432,96.8951,110.029,68.8987,56.9721,76.9596,68.3547,89.7639,91.1527,127.849,110.751,143.244,103.245,132.09,113.321,97.0956
RTT105,31.2935,20.6059,37.8344,39.199,29.2389,26.5908,24.4103,28.7464,25.4237,27.6141,24.6953,25.765,24.7243,29.5202,28.8744,41.3797,28.4754,31.2986,27.5117,25.6014,27.9225,33.9978,31.4035,25.9663
CYC3,68.5621,102.381,63.7531,82.0039,85.7327,85.5403,70.4893,64.2613,37.9439,31.5112,64.7192,64.4465,133.915,101.303,71.9763,90.7054,90.3122,97.5951,124.878,101.656,109.468,113.366,109.516,122.135
YBR032W,2.58239,2.59467,0.641027,2.98183,0.89366,1.32096,1.01513,0.481784,2.97568,2.57166,1.97071,2.35165,1.20342,2.01036,0.693098,0.462087,1.24554,2.51162,5.46277,5.51741,1.58729,3.2248,0.986219,2.45607
NUP120,87.8371,67.2187,90.0353,103.952,77.8517,85.2146,84.9586,94.5918,79.762,79.1645,75.5115,95.6516,80.5992,59.416,67.7174,83.8243,87.1589,75.0605,90.2336,68.4654,64.1069,77.5757,71.5619,94.6833
APC9,41.2211,46.726,36.9516,66.8108,42.8777,45.9856,50.9907,50.0074,46.929,37.8864,39.4715,41.2575,49.0941,49.7145,52.5148,48.4121,50.6421,29.1743,46.8467,26.0507,48.0248,43.7864,33.795,40.8073
GRC3,14.82,10.9231,8.42483,9.34723,6.95266,15.5357,10.5514,13.7871,11.6205,9.09774,12.426,14.4529,9.36101,8.63102,12.7474,11.1261,15.0954,15.7544,17.3462,21.0959,13.1612,10.0625,11.0224,12.7331
GAD1,379.856,359.407,336.586,516.196,395.257,421.758,417.14,321.154,335.541,291.477,294.143,275.651,321.384,311.919,367.154,236.917,239.533,210.361,186.217,186.572,235.432,226.098,187.578,204.414
CDC24,42.6575,40.9192,36.1222,42.2941,46.1477,44.2822,41.4316,42.6343,43.1074,42.2575,34.6398,37.9763,43.2533,37.0933,39.3214,40.6248,46.2674,43.5054,35.4981,37.9951,45.4939,42.3013,29.6701,48.7902
EAF1,29.0982,28.8465,28.2227,30.2884,22.934,26.5671,24.8968,28.0263,22.3773,24.0066,24.3645,26.5138,23.2477,24.6284,25.9791,26.8972,32.6028,31.2308,28.7893,28.4982,21.9632,30.1436,25.0797,31.6027
VID24,54.6069,61.6168,54.1147,72.3645,54.4472,77.057,45.0329,51.8995,40.9294,43.298,51.4275,56.6838,42.4072,50.2744,51.8181,60.5509,55.5451,56.9301,72.5145,57.1962,58.3926,43.3073,53.0178,72.5227
ADE6,108.246,109.509,114.589,138.747,104.068,100.268,123.287,115.208,106.905,111.777,115.029,109.328,110.268,104.218,125.068,117.41,141.387,146.896,137.623,164.882,146.598,155.141,138.428,138.917
RTT101,34.4054,28.7381,35.1648,35.0787,37.1896,35.9177,35.7988,33.5138,30.4773,20.7763,32.3262,28.268,30.1413,32.6851,37.1491,42.5583,39.2808,31.4985,30.6164,31.5645,26.4796,32.9403,28.9328,31.9517
AIM39,54.7208,72.1647,54.8931,60.3114,72.6498,74.1135,73.8337,69.5915,42.3133,56.9466,49.2151,87.6383,53.967,55.226,65.9183,83.4586,62.2658,65.9547,67.5646,43.5262,63.0004,74.1019,52.5754,65.7969
SNO2,34.3204,49.389,29.4518,44.3734,33.4625,36.5422,28.6505,33.8508,30.6539,27.4587,30.8869,53.7852,44.3942,37.4666,33.6378,34.6532,32.7149,39.9811,35.9061,29.3998,34.1459,33.5517,23.9612,37.9569
BOL3,36.2979,38.0145,29.9264,36.5155,28.9882,19.938,49.572,33.5641,16.7825,30.8772,26.6683,30.355,43.4395,25.4473,33.5405,31.4691,44.2264,44.9583,44.5917,23.4446,41.349,49.6223,30.4196,44.9207
LAC1,375.514,305.993,317.969,427.595,239.753,272.095,303.99,331.268,304.183,316.609,313.196,345.011,229.983,253.707,317.058,309.411,314.719,240.986,251.978,204.283,217.553,213.99,195.798,226.909
OAF1,32.3543,33.1291,25.962,16.2329,29.4342,32.2056,30.4415,27.728,29.0988,28.8529,25.7116,32.8018,23.85,24.4721,33.5317,26.1614,36.6999,32.2361,33.2137,25.0624,32.3373,37.2505,35.7642,40.8092
RRN7,7.83711,7.82779,6.7329,8.19621,7.98101,8.86306,8.76114,6.79919,5.71973,8.19636,6.6399,8.71577,5.29598,8.32691,7.75393,8.06524,6.83029,7.64238,5.70085,8.71464,6.34212,8.22938,8.95113,10.0252
SMB1,52.4034,61.3692,50.5133,73.2063,39.3556,54.0802,52.2336,59.335,45.5495,47.8273,57.646,65.4444,48.2169,61.923,67.2513,52.6098,59.704,55.7504,61.4764,56.8316,48.6792,91.2614,87.3648,52.4321
SOL4,306.808,249.121,304.025,319.415,365.522,253.096,238.835,159.425,173.382,213.409,150.912,157.116,203.876,196.202,213.428,202.62,116.341,158.386,176.609,156.933,164.155,146.418,146.595,182.581
MSE1,41.0663,36.0734,35.1779,41.6597,51.6751,44.0382,35.8942,35.6694,33.6779,37.3345,35.9002,50.1944,44.2656,51.503,40.5461,42.9576,43.3406,44.0883,48.8564,45.6826,40.1682,50.0711,43.2261,40.53
BDH2,126.468,103.963,144.557,98.4097,116.717,102.584,92.3469,85.4004,68.952,74.5364,85.4016,96.2807,145.502,167.397,138.622,172.081,110.314,161.008,104.675,136.752,104.607,81.3606,105.03,134.994
FYV4,99.7686,88.2976,67.1617,71.7231,121.934,65.0162,108.528,92.5924,73.0326,83.9436,103.373,101.454,128.07,84.1835,116.929,148.172,136.072,132.11,128.71,138.369,116.358,144.721,81.3534,96.5628
SRP40,74.6414,71.0664,72.5119,78.5866,62.2876,73.936,63.7825,56.7387,40.164,56.0739,72.1285,84.4672,64.8995,97.8282,72.2582,87.5675,118.663,148.342,151.039,129.639,68.8746,165.291,105.093,101.259
TMA22,186.686,209.918,167.914,141.627,229.784,128.781,166.819,118.05,208.105,167.236,154.986,140.529,157.469,213.69,202.968,213.341,194.293,196.483,139.858,227.079,196.799,165.081,174.393,176.288
GDH3,33.4218,34.6553,34.9946,33.8639,32.3704,31.111,25.5321,23.9979,21.0634,32.8549,35.9956,23.7078,25.7706,28.1414,24.6907,28.5678,26.766,32.6971,36.8299,17.3874,28.2831,25.0513,24.5556,24.5052
